text_raw,text,label_raw,label,label_id,split
selain padat penduduk india juga terkenal akan ragam budayanya di sela keramaian india terdapat air terjun curam berna,selain padat penduduk india juga terkenal akan ragam budayanya di sela keramaian india terdapat air terjun curam berna,Neutral,neutral,1,train
Konsep e ra jelas ko judul skripsi,konsep e ra jelas ko judul skripsi,Negative,negative,0,train
adele umumkan perpisahan dengan suaminya simon konecki,adele umumkan perpisahan dengan suaminya simon konecki,Neutral,neutral,1,train
Tadinya mau ngamuk gara” wifi gak connect terus. Ternyata lupa blm bayar ,tadinya mau ngamuk gara” wifi gak connect terus. ternyata lupa blm bayar,Negative,negative,0,train
Viewnya emang keren,viewnya emang keren,Positive,positive,2,train
Kabeh iku semua,kabeh iku semua,Neutral,neutral,1,train
"Ndek facebook sam, wakeh barang apik murah, opo maneh lek cedek rioyo, semesteran kampus karo semesteran sekolah, isine wong bu kabeh wkwkwk","ndek facebook sam, wakeh barang apik murah, opo maneh lek cedek rioyo, semesteran kampus karo semesteran sekolah, isine wong bu kabeh wkwkwk",Positive,positive,2,train
@dzakiyyahhh24 aku rono numpak kereta,aku rono numpak kereta,Neutral,neutral,1,train
wah saya cek dulu,wah saya cek dulu,Neutral,neutral,1,train
@akulina @naik_kereta Iyo berasa numpak bis pribadi,iyo berasa numpak bis pribadi,Positive,positive,2,train
"Kantorku daerah kono dab,, pancen rame, banter2 mgkin dalane alus. Sing ati2 kabeh pokoke, mbuh dalane alus, sepi ttp waspada,, keluarga menunggu drumah","kantorku daerah kono dab,, pancen rame, banter2 mgkin dalane alus. sing ati2 kabeh pokoke, mbuh dalane alus, sepi ttp waspada,, keluarga menunggu drumah",Positive,positive,2,train
cilor/maklor. konsep e ra jelas..,cilor/maklor. konsep e ra jelas..,Negative,negative,0,train
"Tapi aku sek sering sih melu lelang CD ning forum facebook dengan genre top 40, biasane hargane luwih murah 😂. Bahkan saiki luwih nyaman CD timbang kaset, masio sabrang sering banget nawani aku tuku kaset bareng wkwkwk  https://t.co/jn2UqSKph5","tapi aku sek sering sih melu lelang cd ning forum facebook dengan genre top 40, biasane hargane luwih murah 😂. bahkan saiki luwih nyaman cd timbang kaset, masio sabrang sering banget nawani aku tuku kaset bareng wkwkwk",Positive,positive,2,train
#pedulilindungi Ini dari tadi mau konfirmasi informasi penerima vaksin di http://pedulilindungi.id kok error terus. Iki opo jaringanku sing elek? ,pedulilindungi ini dari tadi mau konfirmasi informasi penerima vaksin di kok error terus. iki opo jaringanku sing elek?,Negative,negative,0,train
Mbuh topmed kuwi bagian team kreatip design e elek kok Si jahe tuh kadang gregetan liatnya pengen kirim cv ke topmed ,mbuh topmed kuwi bagian team kreatip design e elek kok si jahe tuh kadang gregetan liatnya pengen kirim cv ke topmed,Negative,negative,0,train
Lagi2 your miles may vary jadi silakan riset untuk bidangnya masing2 yahhh,lagi2 your miles may vary jadi silakan riset untuk bidangnya masing2 yahhh,Neutral,neutral,1,train
"Waww My Trip My Adventure di CILETUH SUKABUMI, SUKABUMI emang viewnya keren","waww my trip my adventure di ciletuh sukabumi, sukabumi emang viewnya keren",Positive,positive,2,train
ora enak rasane,ora enak rasane,Negative,negative,0,train
"@upikkabuh Guru olahraga ku kan guru balbalan pisan,
"" Sal sal kon iki arek bal tapi gaiso roll depan""
Fyi sakelas seng ga gelem mek aku tok mungkin saknsekolahan 😭 Wedi sampek saiki","guru olahraga ku kan guru balbalan pisan, "" sal sal kon iki arek bal tapi gaiso roll depan"" fyi sakelas seng ga gelem mek aku tok mungkin saknsekolahan 😭 wedi sampek saiki",Negative,negative,0,train
"Keren. Tapi kalau di Indonesia, stasiun kereta api mana saat ini yg membolehkan ada pengamen beraksi di peron, ya? ☺😉

#bedafokus https://t.co/yP5wdO9LNg","keren. tapi kalau di indonesia, stasiun kereta api mana saat ini yg membolehkan ada pengamen beraksi di peron, ya? ☺😉 bedafokus",Positive,positive,2,train
"Tak ada yang tampak biasa, semua serba LUAR BIASA, BEDA dan KEREN Ini Suasana Indoor KTT hari pertama, tetapi Viewnya menghadap pemandangan nan Indah Labuhan Bajo Emang gila ini konsep. Salut untukmu mas Wishnutama","tak ada yang tampak biasa, semua serba luar biasa, beda dan keren ini suasana indoor ktt hari pertama, tetapi viewnya menghadap pemandangan nan indah labuhan bajo emang gila ini konsep. salut untukmu mas wishnutama",Positive,positive,2,train
aku rasain apa yg kamu rasain tiap hari and ini rasane gk enak bgt :|,aku rasain apa yg kamu rasain tiap hari and ini rasane gk enak bgt :|,Negative,negative,0,train
"a million times along the way - starsqwub bagus banget banget bangettttt well written, rapi, characterization bokuto bagus bgt T_____T","a million times along the way - starsqwub bagus banget banget bangettttt well written, rapi, characterization bokuto bagus bgt t_____t",Positive,positive,2,train
"@sbyfess Pembeli opo penjuale sing gak ramah?? Wkwk Nek penjuale gak ramah, ra bakal tak baleni tuku ng kono. Toh panganan enak gak mok ng kono tok","pembeli opo penjuale sing gak ramah?? wkwk nek penjuale gak ramah, ra bakal tak baleni tuku ng kono. toh panganan enak gak mok ng kono tok",Negative,negative,0,train
Iconnet gak bisa connect dari jam 10 pagi sampai dengan sekarang..... GILAAA... Baru kali ini pakai wifi gak bisa connect dari pagi ampe malem. Itu gangguan model apa itu ??? Nyesel saya pasang ICONNET....,iconnet gak bisa connect dari jam 10 pagi sampai dengan sekarang..... gilaaa... baru kali ini pakai wifi gak bisa connect dari pagi ampe malem. itu gangguan model apa itu ??? nyesel saya pasang iconnet....,Negative,negative,0,train
"Warna biru lagi.... 
Keren ya....

#cobadengarlihatdanrasakan 
#bahagiaitusederhana 
#bukanmain @ Stasiun Kereta Api Besar Kediri https://t.co/AbmMlX1TDB",warna biru lagi.... keren ya.... cobadengarlihatdanrasakan bahagiaitusederhana bukanmain @ stasiun kereta api besar kediri,Positive,positive,2,train
Baju guru yang biru dongker mahal banget????? Plis ada yang mau minjemin ga buat gueee 😭😭😭😭😭😭😭,baju guru yang biru dongker mahal banget????? plis ada yang mau minjemin ga buat gueee 😭😭😭😭😭😭😭,Negative,negative,0,train
"Yuk kita bahas tentang production issues. Kenapa, apa, dan gimana cara handlenya. Bikin product nggak semanis planning, dan kalau udah live, pasti ada aja masalah di production yang suka bikin hidup lebih ""berwarna""","yuk kita bahas tentang production issues. kenapa, apa, dan gimana cara handlenya. bikin product nggak semanis planning, dan kalau udah live, pasti ada aja masalah di production yang suka bikin hidup lebih ""berwarna""",Neutral,neutral,1,train
"Klo jalanan kehatinya mimin rusak apa mulus :p RT
@Ladiescooind
: Jalanan pantura sekitaran Tegal-pemalang rusak. Keep safety lads and mans ;;",klo jalanan kehatinya mimin rusak apa mulus :p rt : jalanan pantura sekitaran tegal-pemalang rusak. keep safety lads and mans ;;,Negative,negative,0,train
"Mantap.. Lanjut pak, online hrsnya lebih cepet, bukannya mlh menghambat","mantap.. lanjut pak, online hrsnya lebih cepet, bukannya mlh menghambat",Positive,positive,2,train
"@chocolateerrr Suroboyo sidoarjo numpak kereta, gg","suroboyo sidoarjo numpak kereta, gg",Neutral,neutral,1,train
sandiaga uno berangsur pulih hadiri malam nisfu saya ban di masjid at taqwa,sandiaga uno berangsur pulih hadiri malam nisfu saya ban di masjid at taqwa,Neutral,neutral,1,train
begini cerita keluarga aiptu imran yasin yang tewas seketika di lokasi kejadian setelah truk tabrak mobil patroli di tol jorr,begini cerita keluarga aiptu imran yasin yang tewas seketika di lokasi kejadian setelah truk tabrak mobil patroli di tol jorr,Neutral,neutral,1,train
"design baru bang, tp kok elek -_-","design baru bang, tp kok elek -_-",Negative,negative,0,train
Tunas Jogja VS PERSIKAMA Magelang.. Jogja Magelang kui pancen well!,tunas jogja vs persikama magelang.. jogja magelang kui pancen well!,Positive,positive,2,train
"the first time i saw this was on tiktok and i saved it, skrg lewat lagi ","the first time i saw this was on tiktok and i saved it, skrg lewat lagi",Neutral,neutral,1,train
Beneran suka bngt sama beautifull. Liriknya. Vibesnya. Videonya apik sesuai sama tren masa kini. Kehidupan masa kini. Seakan akan lagu beautifull di kasih buat jadi penyemangat di tahun depan ,beneran suka bngt sama beautifull. liriknya. vibesnya. videonya apik sesuai sama tren masa kini. kehidupan masa kini. seakan akan lagu beautifull di kasih buat jadi penyemangat di tahun depan,Positive,positive,2,train
"""Hei, ada yang punya ide imagine 1 8 + di tempat umum ? Kalo ada drop coba nanti gue dm. 
-dom,97""","""hei, ada yang punya ide imagine 1 8 + di tempat umum ? kalo ada drop coba nanti gue dm. -dom,97""",Neutral,neutral,1,train
"Kecewa sama packagingnya album coup d'etat. Ga user friendly, trs ga bisa nutup @trinity_yg #TrinitYG","kecewa sama packagingnya album coup d'etat. ga user friendly, trs ga bisa nutup trinityg",Negative,negative,0,train
@arvaddin @InfoMieAyamYK Favoritku juga mas. Penjuale yo ramah banget iki. Josss,favoritku juga mas. penjuale yo ramah banget iki. josss,Positive,positive,2,train
nek ws mari pertandingane kabari aku yoo..!!,nek ws mari pertandingane kabari aku yoo..!!,Neutral,neutral,1,train
Ngaco ni Munchen menang semua match UCL,ngaco ni munchen menang semua match ucl,Positive,positive,2,train
"Haha udh jelas"" pengaturan skor menjuarakan tim papah.dari mulai undur"" jadwal,tiap match fullteam mulu.nyisain 1 match
Jgn banding"" ama persib cok
Persib  2014 juara kerja keras semua pemain dan bobotoh mana ada pengaturan skor.. emng ada adu pinalti di atur hahah ngaco ni bocah","haha udh jelas"" pengaturan skor menjuarakan tim papah.dari mulai undur"" jadwal,tiap match fullteam mulu.nyisain 1 match jgn banding"" ama persib cok persib 2014 juara kerja keras semua pemain dan bobotoh mana ada pengaturan skor.. emng ada adu pinalti di atur hahah ngaco ni bocah",Negative,negative,0,train
perpanjang sim online lumayan mudah dan cepet. mantap gini donk ah kan masyarakat emosional macam gua ini jd hepi.,perpanjang sim online lumayan mudah dan cepet. mantap gini donk ah kan masyarakat emosional macam gua ini jd hepi.,Positive,positive,2,train
Pak manajemen piye iki ? Kok lambat pembentukan tim e..,pak manajemen piye iki ? kok lambat pembentukan tim e..,Negative,negative,0,train
"Emang viewnya keren disini, cuma karena rame banget jadi kudu lihai cari moment :D","emang viewnya keren disini, cuma karena rame banget jadi kudu lihai cari moment :d",Positive,positive,2,train
orang tua laporkan sekolah yang keluarkan anaknya karena spp,orang tua laporkan sekolah yang keluarkan anaknya karena spp,Neutral,neutral,1,train
"Trus hari ini design yang pengen banget aku feature dari minggu kemarin ternyta udah di-upload sama arsiteknya, lengkap dengan penjelasan desainnya","trus hari ini design yang pengen banget aku feature dari minggu kemarin ternyta udah di-upload sama arsiteknya, lengkap dengan penjelasan desainnya",Positive,positive,2,train
JARINGAN XL DARI HARI JUMAT SAMPE SEKARANG PARAH. SLOW!! SIGNAL SUKA NGILANG TIBA2. KALO GINI TERUS BISA2 PELANGGAN BERALIH. PERBAIKI DONG!!,jaringan xl dari hari jumat sampe sekarang parah. slow!! signal suka ngilang tiba2. kalo gini terus bisa2 pelanggan beralih. perbaiki dong!!,Negative,negative,0,train
eyyy kalo printer macet tu gimana benerinnya ini lampunya merah kuning merah kuning mulu,eyyy kalo printer macet tu gimana benerinnya ini lampunya merah kuning merah kuning mulu,Negative,negative,0,train
"@mugi4rt Iyo. Aku malah fokus ke regane, murah tenan. Nraktir orang sebanyak itu cuma entek 100 ewunan. 😆","iyo. aku malah fokus ke regane, murah tenan. nraktir orang sebanyak itu cuma entek 100 ewunan. 😆",Positive,positive,2,train
Error terus iki maine partey,error terus iki maine partey,Negative,negative,0,train
"ya liverpool pemainnya rolenya bisa diajak cepet semua secara fisik dan sanggup bertahan.. mu ya cuma mctom fred, mau naro pogba di double pivot? ngaco. mau naro matic sendiri? ya nonton aja match lawan soton deh berdua aja kewalahan gitu.","ya liverpool pemainnya rolenya bisa diajak cepet semua secara fisik dan sanggup bertahan.. mu ya cuma mctom fred, mau naro pogba di double pivot? ngaco. mau naro matic sendiri? ya nonton aja match lawan soton deh berdua aja kewalahan gitu.",Negative,negative,0,train
Which terminal Blok M do you prefer?,which terminal blok m do you prefer?,Neutral,neutral,1,train
update kabar Pandu plis,update kabar pandu plis,Neutral,neutral,1,train
"Design Polo uda jd, wes,, apik tenan kiie hasil bordir.an nx Mas dWi,,","design polo uda jd, wes,, apik tenan kiie hasil bordir.an nx mas dwi,,",Positive,positive,2,train
hasil lengkap playoff nba senin wib,hasil lengkap playoff nba senin wib,Neutral,neutral,1,train
"Apik mas, apa nama aplikasinya?","apik mas, apa nama aplikasinya?",Positive,positive,2,train
sampai lupa doa akan real madrid jadi juara champions lagi musim ini,sampai lupa doa akan real madrid jadi juara champions lagi musim ini,Neutral,neutral,1,train
Batik nya bagus bgt iki,batik nya bagus bgt iki,Positive,positive,2,train
pep guardiola phil foden memang sengaja saya dipersiapkan,pep guardiola phil foden memang sengaja saya dipersiapkan,Neutral,neutral,1,train
"Tau ga yg bikin sedih dari kejadian ini? Pihak warung yg justru harus minta maaf. Sbg buruh yg pernah mburuh di perusahaan yg mengedepankan 'service excellent', apa yg dilakukan pihak warung memang wajar. Tapi ya, agak gimana gitu rasane","tau ga yg bikin sedih dari kejadian ini? pihak warung yg justru harus minta maaf. sbg buruh yg pernah mburuh di perusahaan yg mengedepankan 'service excellent', apa yg dilakukan pihak warung memang wajar. tapi ya, agak gimana gitu rasane",Negative,negative,0,train
konsultan psikolog asal rusia yang sempat nekat kabur dari tahanan polda bali ini mulai diadili di pn denpasar,konsultan psikolog asal rusia yang sempat nekat kabur dari tahanan polda bali ini mulai diadili di pn denpasar,Neutral,neutral,1,train
"""hpmu kamerane elek"" yamaap. mending andro beli pake duid sendiri ygyyy drpd iphone nendang pintu, sehari"" jg hobi utang duidku","""hpmu kamerane elek"" yamaap. mending andro beli pake duid sendiri ygyyy drpd iphone nendang pintu, sehari"" jg hobi utang duidku",Negative,negative,0,train
kalau kita mau dialog hilangkan dulu nkri rga mati dan papua rga mati kita rus pikirkan dulu papua yang damai kata anggota komisi ii dpr komarudin watubun,kalau kita mau dialog hilangkan dulu nkri rga mati dan papua rga mati kita rus pikirkan dulu papua yang damai kata anggota komisi ii dpr komarudin watubun,Neutral,neutral,1,train
"Reeekk, seng bingung sekolah ayok nang kampus RRI, apik murah pisan ;)","reeekk, seng bingung sekolah ayok nang kampus rri, apik murah pisan ;)",Positive,positive,2,train
"Wiihhh laptopnya kece kak cocok buat kamu kerja ataupun kuliah, skuuyy semoga di tanggal 1 Juni 2021 rezeki laptopnya buat kamu. Good luck :) ^QI","wiihhh laptopnya kece kak cocok buat kamu kerja ataupun kuliah, skuuyy semoga di tanggal 1 juni 2021 rezeki laptopnya buat kamu. good luck :) ^qi",Positive,positive,2,train
"Nyobain screen recording dan sekarang laptopnya ngehang, I thought HP is a good laptop brand!!!!!!!","nyobain screen recording dan sekarang laptopnya ngehang, i thought hp is a good laptop brand!!!!!!!",Negative,negative,0,train
"Anjrit jaringan lemot parah katanya ""i hate slow"" -_-","anjrit jaringan lemot parah katanya ""i hate slow"" -_-",Negative,negative,0,train
"nah tinggal 5 jam dari gilimanuk-denpasar koh. Be safe yah, jalanan banyak yg rusak and bergelombang sih ;))","nah tinggal 5 jam dari gilimanuk-denpasar koh. be safe yah, jalanan banyak yg rusak and bergelombang sih ;))",Negative,negative,0,train
sejak mereka merawat anak anak dari berbagai latar belakang keluarga agama suku dan budaya baca,sejak mereka merawat anak anak dari berbagai latar belakang keluarga agama suku dan budaya baca,Neutral,neutral,1,train
venezuela menjegal langkah tuan rumah cina ke putaran kedua piala dunia basket fiba usai menang di beijing rabu,venezuela menjegal langkah tuan rumah cina ke putaran kedua piala dunia basket fiba usai menang di beijing rabu,Neutral,neutral,1,train
"sumpah, Rashford maruk banget di match tadi, ngaco bet, banyak opsi dia dribble sendiri mulu dan yah, ga cuma Bruno, semua juga kacau passingnya, Eriksen doang yg bagus ","sumpah, rashford maruk banget di match tadi, ngaco bet, banyak opsi dia dribble sendiri mulu dan yah, ga cuma bruno, semua juga kacau passingnya, eriksen doang yg bagus",Negative,negative,0,train
w gak beli eribong tapi kok kecewa berat sama packagingnya,w gak beli eribong tapi kok kecewa berat sama packagingnya,Negative,negative,0,train
"Tapi emang keren sih viewnya, hehhee","tapi emang keren sih viewnya, hehhee",Positive,positive,2,train
selain sebagai bentuk protes karena rga ayam terus merosot pembagian ayam ini juga untuk memberikan informasi kepada masyarakat bahwa rga ayam saat ini sedang sangat murah terutama di peternak,selain sebagai bentuk protes karena rga ayam terus merosot pembagian ayam ini juga untuk memberikan informasi kepada masyarakat bahwa rga ayam saat ini sedang sangat murah terutama di peternak,Neutral,neutral,1,train
Karepe piye iki Internet lambat -_- piye meh ngerjain,karepe piye iki internet lambat -_- piye meh ngerjain,Negative,negative,0,train
"Pas sampai stasiun gambir,ngeliatin kereta lewat,kayaknya keren bener ya jadi masinis kereta..","pas sampai stasiun gambir,ngeliatin kereta lewat,kayaknya keren bener ya jadi masinis kereta..",Positive,positive,2,train
timnas putra basket kali indonesia yang akan berangkat ke turnamen basket kali asia di maladewa kamis mendapat dukungan sponsor dari,timnas putra basket kali indonesia yang akan berangkat ke turnamen basket kali asia di maladewa kamis mendapat dukungan sponsor dari,Neutral,neutral,1,train
as bersihkan pangkalan udara perang vietnam dari racun agen oranye,as bersihkan pangkalan udara perang vietnam dari racun agen oranye,Neutral,neutral,1,train
"Ujung2nya ngebuat web, basis data, dll dilelang ke Pihak Ketiga. Anak IT tetep tugasnya benerin printer macet atau admin medsos wokwokwok","ujung2nya ngebuat web, basis data, dll dilelang ke pihak ketiga. anak it tetep tugasnya benerin printer macet atau admin medsos wokwokwok",Negative,negative,0,train
Ini bulan bagus bgt.. Iki Dhiki meh rne yo syo apik :*,ini bulan bagus bgt.. iki dhiki meh rne yo syo apik :*,Positive,positive,2,train
"pancen beda kasta, ndes. kowe healing antar kota antar provinsi wae sih sambat regane larang. sing kae sambat antar kota antar benua ora nggawe sambat. hahaha. suk meneh nek arep healing nang ancol wae, ben murah ;)","pancen beda kasta, ndes. kowe healing antar kota antar provinsi wae sih sambat regane larang. sing kae sambat antar kota antar benua ora nggawe sambat. hahaha. suk meneh nek arep healing nang ancol wae, ben murah ;)",Positive,positive,2,train
"lek ono duite yo dicandak,duite luwih manfaat ketimbang dimanfaatno konsep sing ra jelas lurr","lek ono duite yo dicandak,duite luwih manfaat ketimbang dimanfaatno konsep sing ra jelas lurr",Negative,negative,0,train
"ada deadline, laptopnya macet. Good","ada deadline, laptopnya macet. good",Negative,negative,0,train
"lama tidak balik pake kereta, terus pas balik lagi dan nyampe stasiun kebumen aku t e r k e d j o e t terheran heran karena sekarang stasiun kebumen jadi keren sekaliyy, beda sama dua bulan yang lalu https://t.co/XkF8s3wErS","lama tidak balik pake kereta, terus pas balik lagi dan nyampe stasiun kebumen aku t e r k e d j o e t terheran heran karena sekarang stasiun kebumen jadi keren sekaliyy, beda sama dua bulan yang lalu",Positive,positive,2,train
sering twit ke doi macet and jalanan rusak di daerah cisauk :(,sering twit ke doi macet and jalanan rusak di daerah cisauk :(,Negative,negative,0,train
aplikasine apik hasem .. konsepe sederhana tapi luhar biasa,aplikasine apik hasem .. konsepe sederhana tapi luhar biasa,Positive,positive,2,train
@darjofess jane aku melok golek pisan iki,jane aku melok golek pisan iki,Neutral,neutral,1,train
Justru bantul dan gunung kidul ki dalane alus banget nek mengarah mrono.,justru bantul dan gunung kidul ki dalane alus banget nek mengarah mrono.,Positive,positive,2,train
"Mau beli ini, tapi 400k satunya 😭 tapi lucu, tapi mahal, tapi lucu banget plis 😭😭😭  https://t.co/4u4zYK41mT","mau beli ini, tapi 400k satunya 😭 tapi lucu, tapi mahal, tapi lucu banget plis 😭😭😭",Negative,negative,0,train
hal ini dilakukan untuk mencegah hilangnya aset tanah serta mendorong peningkatan pendapatan daerah dari sektor pajak dan piutang ditandatangani o seluruh kepala daerah se sulawesi tengah dengan pimpinan kejaksaan tinggi sulteng bpd sulteng bpn sulteng amp perwakilan bpkp sulteng,hal ini dilakukan untuk mencegah hilangnya aset tanah serta mendorong peningkatan pendapatan daerah dari sektor pajak dan piutang ditandatangani o seluruh kepala daerah se sulawesi tengah dengan pimpinan kejaksaan tinggi sulteng bpd sulteng bpn sulteng amp perwakilan bpkp sulteng,Neutral,neutral,1,train
pemutusan internet bukan senjata pemerintah dan bukan cara terbaik kita sangat menyesalkan wiranto menkopolhukam,pemutusan internet bukan senjata pemerintah dan bukan cara terbaik kita sangat menyesalkan wiranto menkopolhukam,Neutral,neutral,1,train
"kynya kl umur dibawah 17 pernanya pas naik pesawat sendiri bingung bgt tp pelayanan pesawat 
@IndonesiaGaruda
  best bgt jdnya ga bingung2, soalnya ditanyain duluan terus hihi 😃😃😃😃 sampe skrg ttp garuda nomer 1","kynya kl umur dibawah 17 pernanya pas naik pesawat sendiri bingung bgt tp pelayanan pesawat best bgt jdnya ga bingung2, soalnya ditanyain duluan terus hihi 😃😃😃😃 sampe skrg ttp garuda nomer 1",Positive,positive,2,train
Beruntungnya trio bek kepalanya tetep dingin semua...barella brozo ngaco banget 2 match terakhir especially barella sih,beruntungnya trio bek kepalanya tetep dingin semua...barella brozo ngaco banget 2 match terakhir especially barella sih,Negative,negative,0,train
"Tapi sodara”, sblm naik transmass kita wajib kudu punya yg namanya OV-chipkaart. Beli kmrn di stasiun kereta deket apartment. Dia harganya €30an. Udah ada saldonya sekitar €27an. Langsung bisa kita pake buat naik transmass. SEMUA TRANSMASS! Keren yaa... 😍 https://t.co/Zyivwytffq","tapi sodara”, sblm naik transmass kita wajib kudu punya yg namanya ov-chipkaart. beli kmrn di stasiun kereta deket apartment. dia harganya €30an. udah ada saldonya sekitar €27an. langsung bisa kita pake buat naik transmass. semua transmass! keren yaa... 😍",Positive,positive,2,train
"Ini baru penyamaran keren.

Band asal Amerika ini berhasil 'menipu' warga di stasiun kereta api.… https://t.co/rct89lH5Pm",ini baru penyamaran keren. band asal amerika ini berhasil 'menipu' warga di stasiun kereta api.…,Positive,positive,2,train
"2019 udh good, laptopnya aja yg ga enak ","2019 udh good, laptopnya aja yg ga enak",Negative,negative,0,train
"best pelayanan 
@CommuterLine
, terimakasih banyak untuk mba yang udah nemenin saya dr awal jatuh di stasiun klender, di dampingi dari gabisa jalan sampe akhirnya bisa naek kereta walaupun harus menahan sakitnya keseleo. super baik banget petugas 
@CommuterLine
Translate Tweet","best pelayanan , terimakasih banyak untuk mba yang udah nemenin saya dr awal jatuh di stasiun klender, di dampingi dari gabisa jalan sampe akhirnya bisa naek kereta walaupun harus menahan sakitnya keseleo. super baik banget petugas translate tweet",Positive,positive,2,train
Di tunggu Hasilnya,di tunggu hasilnya,Neutral,neutral,1,train
"sageuk yg dikemas secara apik bgt, jadinya yg ga terbiasa nonton drama sejarah pasti bakalan suka karna beda banget sama drama sejarah yang lain, pokonya vibesnya menyenangkan bgt, heartwarming, beautiful and very funny thank you for colouring my first start of 2021 ","sageuk yg dikemas secara apik bgt, jadinya yg ga terbiasa nonton drama sejarah pasti bakalan suka karna beda banget sama drama sejarah yang lain, pokonya vibesnya menyenangkan bgt, heartwarming, beautiful and very funny thank you for colouring my first start of 2021",Positive,positive,2,train
Top iki wong e iso legowo ngene atine,top iki wong e iso legowo ngene atine,Positive,positive,2,train
CapCut dah official ada apps untuk Windows & MacOS. Tak perlu subscribe pada servis editing yang mahal. All in one kebanyakan editing feature dah lengkap.,capcut dah official ada apps untuk windows & macos. tak perlu subscribe pada servis editing yang mahal. all in one kebanyakan editing feature dah lengkap.,Positive,positive,2,train
"Mantap deh, ngurus NPWP online. Cepet jadi, dan dikirim ke rumah tanpa ongkir","mantap deh, ngurus npwp online. cepet jadi, dan dikirim ke rumah tanpa ongkir",Positive,positive,2,train
benarkah kopi dapat mencegah parkinson,benarkah kopi dapat mencegah parkinson,Neutral,neutral,1,train
biasa gur nonton bioskop trans tv dijak netflix and chill. yo kget ak mba,biasa gur nonton bioskop trans tv dijak netflix and chill. yo kget ak mba,Neutral,neutral,1,train
knp yah vibesnya rv tuh apik bgt anjir kek beda aja kayak yunani gitu gak sih,knp yah vibesnya rv tuh apik bgt anjir kek beda aja kayak yunani gitu gak sih,Positive,positive,2,train
Sekedar info wae om ?,sekedar info wae om ?,Neutral,neutral,1,train
"@collegemenfess makanya nder lain kali tolong mikir jangka panjang, kesel banget loh gue bacanya situ tau kuliahnya mahal malah ngebohongin ortu dan mentingin gengsi. mending laptopnya lu pake, kalo pun ngebet mau dijual plis bilang dulu ke ortu lu","makanya nder lain kali tolong mikir jangka panjang, kesel banget loh gue bacanya situ tau kuliahnya mahal malah ngebohongin ortu dan mentingin gengsi. mending laptopnya lu pake, kalo pun ngebet mau dijual plis bilang dulu ke ortu lu",Negative,negative,0,train
Mbak penjuale gk ramah!! gk asik,mbak penjuale gk ramah!! gk asik,Negative,negative,0,train
"sch! guys ada yg tau gak kenapa ya wifi aku gak bisa connect ke laptop? aku coba di laptop lain juga kayak gini. tapi kalo di hp tuh bisa ke connect, di hp lain juga bisa trus internetnya gak ada masalah. thanks in advance!! (cr pic; gugel)","sch! guys ada yg tau gak kenapa ya wifi aku gak bisa connect ke laptop? aku coba di laptop lain juga kayak gini. tapi kalo di hp tuh bisa ke connect, di hp lain juga bisa trus internetnya gak ada masalah. thanks in advance!! (cr pic; gugel)",Negative,negative,0,train
design seng iki kurang memuaskan. Ganti Design !!,design seng iki kurang memuaskan. ganti design !!,Negative,negative,0,train
menanggapi pernyataan bapak wiranto ini buka sekedar proses hukum tapi bagaimana masyarakat diberi keadilan dan korban tahu alasan kekerasan itu teradi adriana elisabeth peneliti lipi koord jaringan damai papua,menanggapi pernyataan bapak wiranto ini buka sekedar proses hukum tapi bagaimana masyarakat diberi keadilan dan korban tahu alasan kekerasan itu teradi adriana elisabeth peneliti lipi koord jaringan damai papua,Neutral,neutral,1,train
"Be nice March, atur keuangan hrs apik nih.bakal keluar bnyak dr kantong kayaknya bulan ini","be nice march, atur keuangan hrs apik nih.bakal keluar bnyak dr kantong kayaknya bulan ini",Positive,positive,2,train
pak wiranto sebelum mendorong ide dewan kerukunan nasional itu kami tolak karena bagian dari impunitas tim terpadu ygdibentuk juga impunitas semangatnya melupakan masa lalu mengubur masa lalu tim ini kami tolak komisioner komnas ham choirul anam,pak wiranto sebelum mendorong ide dewan kerukunan nasional itu kami tolak karena bagian dari impunitas tim terpadu ygdibentuk juga impunitas semangatnya melupakan masa lalu mengubur masa lalu tim ini kami tolak komisioner komnas ham choirul anam,Neutral,neutral,1,train
"Alhamdulillah. 
Semarang itu keren loh: stasiun kereta ada dua. Pelabuhan juga punya. Tinggal angkutan dalam kota. Jgn hanya andalkan becak. https://t.co/mXOER1Dhf2",alhamdulillah. semarang itu keren loh: stasiun kereta ada dua. pelabuhan juga punya. tinggal angkutan dalam kota. jgn hanya andalkan becak.,Positive,positive,2,train
ni gue makan tiap hari.. tiap hari liwat. -- indro warkop,ni gue makan tiap hari.. tiap hari liwat. -- indro warkop,Neutral,neutral,1,train
"Mbak2 yang jam segini nunggu kereta di Stasiun udah full make up tuh kok keren sih, aku cuci muka+masker aja udah syukur.","mbak2 yang jam segini nunggu kereta di stasiun udah full make up tuh kok keren sih, aku cuci muka+masker aja udah syukur.",Positive,positive,2,train
"Bang jago bener take a picture, so cool.. mantap jiwa. Izin save.","bang jago bener take a picture, so cool.. mantap jiwa. izin save.",Positive,positive,2,train
"kerenn tulisannya rapi bgt, rest well yaa","kerenn tulisannya rapi bgt, rest well yaa",Positive,positive,2,train
